,open_dt,close_dt,symbol,amount,buy,sell,long,pnl,rt_returns,duration,returns
18,2022-02-08 12:31:00+05:30,2022-02-09 09:31:00+05:30,HAL,7.0,1409.88,1396.61,False,-92.89000000000146,-0.009412148551649934,0 days 21:00:00,-0.008893429164205451
19,2022-02-15 14:16:00+05:30,2022-02-15 14:32:00+05:30,HAL,7.0,1355.63,1353.23,False,-16.800000000000637,-0.0017703945766913472,0 days 00:16:00,-0.0016422768996158866
20,2022-02-15 14:46:00+05:30,2022-02-15 15:16:00+05:30,HAL,7.0,1370.51,1357.22,False,-93.02999999999975,-0.009697120050200264,0 days 00:30:00,-0.009094108331622603
21,2022-02-16 09:16:00+05:30,2022-02-16 10:01:00+05:30,HAL,7.0,1385.95,1372.11,False,-96.88000000000102,-0.009985930228363322,0 days 00:45:00,-0.009470463454451353
22,2022-02-16 14:46:00+05:30,2022-02-16 15:01:00+05:30,HAL,7.0,1363.24,1362.03,True,-8.470000000000255,-0.0008875913265456092,0 days 00:15:00,-0.000827981270223003
23,2022-02-23 09:31:00+05:30,2022-02-23 09:46:00+05:30,HAL,7.0,1317.05,1297.04,False,-140.06999999999994,-0.015193045062829801,0 days 00:15:00,-0.013906787687920837
24,2022-02-23 10:01:00+05:30,2022-02-23 15:01:00+05:30,HAL,7.0,1317.81,1315.31,False,-17.5,-0.001897086833458541,0 days 05:00:00,-0.0017374797211295405
25,2022-02-25 09:31:00+05:30,2022-02-25 09:46:00+05:30,HAL,7.0,1329.87,1312.72,False,-120.04999999999905,-0.012895997353124638,0 days 00:15:00,
26,2022-02-28 09:31:00+05:30,2022-03-02 12:01:00+05:30,HAL,7.0,1308.53,1407.5,True,692.7900000000002,0.07563449061160236,2 days 02:30:00,
27,2022-03-02 12:31:00+05:30,2022-03-02 12:46:00+05:30,HAL,7.0,1400.97,1394.45,True,-45.63999999999987,-0.004653918356567222,0 days 00:15:00,-0.004245004864455606
28,2022-03-02 14:31:00+05:30,2022-03-03 12:31:00+05:30,HAL,7.0,1383.65,1399.68,True,112.20999999999981,0.011585299750659467,0 days 22:00:00,0.010436722082396235
29,2022-03-03 15:01:00+05:30,2022-03-04 14:46:00+05:30,HAL,7.0,1376.27,1377.23,True,6.720000000000255,0.000697537547138306,0 days 23:45:00,0.000626980306100766
30,2022-03-17 13:16:00+05:30,2022-03-17 13:31:00+05:30,HAL,7.0,1447.67,1440.93,True,-47.180000000000064,-0.004655757182230763,0 days 00:15:00,
31,2022-03-23 09:31:00+05:30,2022-03-24 14:46:00+05:30,HAL,7.0,1431.79,1440.6,False,61.66999999999962,0.006153136982378664,1 days 05:15:00,0.005746060822337951
32,2022-03-29 09:31:00+05:30,2022-03-29 10:31:00+05:30,HAL,7.0,1413.56,1407.52,False,-42.279999999999745,-0.004272899629304708,0 days 01:00:00,-0.003954987231415371
33,2022-04-05 15:16:00+05:30,2022-04-06 09:16:00+05:30,HAL,6.0,1551.38,1540.0,True,-68.28000000000065,-0.007335404607510802,0 days 18:00:00,-0.006428131643014694
34,2022-04-07 09:46:00+05:30,2022-04-07 10:01:00+05:30,HAL,6.0,1595.3,1604.28,False,53.88000000000011,0.005629035291167817,0 days 00:15:00,0.005046867111343003
35,2022-04-12 10:16:00+05:30,2022-04-12 13:31:00+05:30,HAL,6.0,1647.18,1645.09,True,-12.540000000000873,-0.001268835221408799,0 days 03:15:00,-0.0011759873511026405
36,2022-04-19 14:31:00+05:30,2022-04-19 14:46:00+05:30,HAL,6.0,1713.67,1708.32,True,-32.10000000000082,-0.0031219546353732845,0 days 00:15:00,-0.0030829249178127576
37,2022-04-19 15:01:00+05:30,2022-04-19 15:16:00+05:30,HAL,6.0,1699.58,1692.77,True,-40.85999999999967,-0.0040068722860941795,0 days 00:15:00,-0.0039242464841690045
38,2022-04-20 09:16:00+05:30,2022-04-20 11:01:00+05:30,HAL,6.0,1694.16,1664.46,True,-178.20000000000027,-0.01753081172970678,0 days 01:45:00,-0.01692437879836913
39,2022-04-21 10:01:00+05:30,2022-04-22 09:31:00+05:30,HAL,5.0,1698.92,1698.65,False,-1.349999999999909,-0.00015892449320743871,0 days 23:30:00,-0.00012749741463575018
40,2022-04-22 09:46:00+05:30,2022-04-22 10:01:00+05:30,HAL,5.0,1713.9,1705.56,False,-41.70000000000073,-0.004866094871346138,0 days 00:15:00,
41,2022-04-22 10:31:00+05:30,2022-04-26 09:31:00+05:30,HAL,5.0,1669.92,1725.81,False,279.44999999999936,0.03346866915780389,3 days 23:00:00,
42,2022-04-26 09:46:00+05:30,2022-04-28 14:31:00+05:30,HAL,6.0,1627.03,1661.66,False,207.78000000000065,0.021284180377743562,2 days 04:45:00,0.01925568412448642
43,2022-04-28 15:01:00+05:30,2022-04-29 13:01:00+05:30,HAL,6.0,1625.86,1632.76,False,41.400000000000546,0.004243907839543436,0 days 22:00:00,0.003798935380476275
44,2022-05-11 14:16:00+05:30,2022-05-11 14:31:00+05:30,HAL,6.0,1570.12,1565.97,False,-24.89999999999918,-0.002643110080758072,0 days 00:15:00,-0.002290093185639109
45,2022-05-24 09:46:00+05:30,2022-05-24 10:01:00+05:30,HAL,5.0,1781.38,1770.71,True,-53.350000000000364,-0.005989738292784286,0 days 00:15:00,-0.004897029288549338
46,2022-05-24 10:31:00+05:30,2022-05-25 12:01:00+05:30,HAL,5.0,1771.78,1786.74,True,74.80000000000018,0.008443486211606429,1 days 01:30:00,0.006865937971574299
47,2022-05-26 13:31:00+05:30,2022-05-27 09:16:00+05:30,HAL,6.0,1797.61,1761.52,False,-216.5399999999995,-0.020076657339467358,0 days 19:45:00,-0.02025015780983326
48,2022-05-27 09:31:00+05:30,2022-05-27 09:46:00+05:30,HAL,5.0,1811.57,1790.5,False,-105.34999999999968,-0.01163079538742634,0 days 00:15:00,
49,2022-05-27 10:01:00+05:30,2022-05-27 13:46:00+05:30,HAL,5.0,1797.62,1821.77,False,120.75000000000045,0.013434429968513977,0 days 03:45:00,
50,2022-06-01 09:16:00+05:30,2022-06-01 13:31:00+05:30,HAL,5.0,1852.82,1898.85,True,230.14999999999986,0.024843211968782704,0 days 04:15:00,0.021069524395424106
51,2022-06-07 09:31:00+05:30,2022-06-09 10:31:00+05:30,HAL,5.0,1866.03,1921.42,False,276.9500000000005,0.029683338424355506,2 days 01:00:00,0.024485101176204366
52,2022-06-13 09:46:00+05:30,2022-06-13 14:01:00+05:30,HAL,5.0,1854.39,1855.35,True,4.799999999999045,0.0005176904534643786,0 days 04:15:00,0.00042837483512022566
53,2022-06-15 14:16:00+05:30,2022-06-15 14:31:00+05:30,HAL,5.0,1865.26,1859.53,True,-28.65000000000009,-0.003071957796768289,0 days 00:15:00,-0.0025634166003817025
54,2022-06-17 14:01:00+05:30,2022-06-17 14:16:00+05:30,HAL,5.0,1882.35,1872.51,False,-49.19999999999959,-0.005227508167981469,0 days 00:15:00,
55,2022-06-20 10:31:00+05:30,2022-06-20 10:46:00+05:30,HAL,6.0,1811.19,1790.5,True,-124.14000000000033,-0.011423428795432868,0 days 00:15:00,-0.011164803617633836
56,2022-06-20 11:01:00+05:30,2022-06-22 09:31:00+05:30,HAL,6.0,1785.72,1785.64,True,-0.47999999999956344,-4.479985664041801e-05,1 days 22:30:00,-4.316985449056994e-05
57,2022-07-04 09:31:00+05:30,2022-07-04 09:46:00+05:30,HAL,6.0,1775.11,1759.65,False,-92.75999999999885,-0.00870931942245822,0 days 00:15:00,-0.008714818009120575
58,2022-07-04 10:01:00+05:30,2022-07-05 10:16:00+05:30,HAL,6.0,1796.79,1768.53,False,-169.55999999999995,-0.01572804835289599,1 days 00:15:00,-0.015930191263761346
59,2022-07-05 12:46:00+05:30,2022-07-05 13:01:00+05:30,HAL,5.0,1781.45,1773.4,True,-40.24999999999977,-0.004518790872603752,0 days 00:15:00,-0.0037950646245290135
60,2022-07-05 13:31:00+05:30,2022-07-05 13:47:00+05:30,HAL,5.0,1768.22,1758.83,True,-46.9500000000005,-0.005310425173338216,0 days 00:16:00,-0.004426789667618387
61,2022-07-05 14:01:00+05:30,2022-07-06 11:46:00+05:30,HAL,5.0,1761.79,1752.34,True,-47.25000000000023,-0.00536386288944769,0 days 21:45:00,-0.004455075863577585
62,2022-07-07 09:31:00+05:30,2022-07-07 10:31:00+05:30,HAL,5.0,1783.34,1766.52,False,-84.09999999999968,-0.00943174044209177,0 days 01:00:00,-0.007884926944886112
63,2022-07-07 10:46:00+05:30,2022-07-08 09:46:00+05:30,HAL,5.0,1761.82,1790.64,False,144.10000000000082,0.01635808425378311,0 days 23:00:00,0.013510320722450649
64,2022-07-12 09:31:00+05:30,2022-07-12 09:46:00+05:30,HAL,5.0,1761.75,1758.62,False,-15.650000000000546,-0.0017766425429261298,0 days 00:15:00,-0.001469449073965451
65,2022-07-18 09:31:00+05:30,2022-07-18 09:46:00+05:30,HAL,5.0,1779.44,1767.99,False,-57.25000000000023,-0.006434608640920764,0 days 00:15:00,-0.005404527719799096
66,2022-07-20 13:16:00+05:30,2022-07-20 14:31:00+05:30,HAL,5.0,1830.72,1816.66,True,-70.29999999999973,-0.007680038454815561,0 days 01:15:00,-0.006680807550928065
67,2022-07-22 13:31:00+05:30,2022-07-26 11:16:00+05:30,HAL,5.0,1866.33,1886.41,True,100.40000000000077,0.010759083334672945,3 days 21:45:00,
68,2022-07-26 13:01:00+05:30,2022-07-26 13:16:00+05:30,HAL,5.0,1881.1,1879.79,True,-6.549999999999727,-0.0006964010419435147,0 days 00:15:00,-0.0006005471855883096
69,2022-07-26 13:31:00+05:30,2022-07-29 13:16:00+05:30,HAL,5.0,1880.97,2014.23,True,666.3,0.07084642498285458,2 days 23:45:00,0.06109077706221486
70,2022-08-03 09:46:00+05:30,2022-08-03 10:46:00+05:30,HAL,5.0,2025.17,2022.09,True,-15.400000000000773,-0.0015208599771871767,0 days 01:00:00,-0.001376763978847968
71,2022-08-03 11:01:00+05:30,2022-08-04 10:16:00+05:30,HAL,5.0,2021.48,2005.12,True,-81.80000000000064,-0.008093080317391282,0 days 23:15:00,-0.0073129411343999355
72,2022-08-08 09:31:00+05:30,2022-08-08 09:46:00+05:30,HAL,5.0,2061.48,2060.26,False,-6.0999999999989996,-0.0005918078273860528,0 days 00:15:00,
73,2022-08-12 14:16:00+05:30,2022-08-12 14:31:00+05:30,HAL,4.0,2233.84,2227.38,True,-25.840000000000146,-0.00289188124485193,0 days 00:15:00,
74,2022-08-19 09:31:00+05:30,2022-08-19 09:46:00+05:30,HAL,4.0,2278.2,2265.55,True,-50.599999999998545,-0.005552629268720761,0 days 00:15:00,
75,2022-08-24 09:16:00+05:30,2022-08-25 09:16:00+05:30,HAL,4.0,2228.82,2244.02,False,60.79999999999927,0.006819752155849202,1 days 00:00:00,0.0054225872162505726
76,2022-08-25 10:01:00+05:30,2022-08-25 10:16:00+05:30,HAL,4.0,2245.38,2232.69,False,-50.76000000000022,-0.005651604628169866,0 days 00:15:00,-0.00457245393766115
77,2022-08-25 10:31:00+05:30,2022-08-26 09:31:00+05:30,HAL,4.0,2245.32,2242.37,False,-11.800000000001091,-0.0013138439064366205,0 days 23:00:00,-0.0010629424047361373
78,2022-09-02 15:16:00+05:30,2022-09-05 15:01:00+05:30,HAL,4.0,2368.77,2377.38,True,34.44000000000051,0.003634797806456569,2 days 23:45:00,
79,2022-09-14 13:46:00+05:30,2022-09-14 14:01:00+05:30,HAL,4.0,2560.46,2559.0,True,-5.8400000000001455,-0.0005702100403833829,0 days 00:15:00,-0.0005247160109363886
80,2022-09-22 09:16:00+05:30,2022-09-22 09:31:00+05:30,HAL,4.0,2525.26,2457.59,False,-270.6800000000003,-0.026797240680167613,0 days 00:15:00,-0.024926398610575235
81,2022-09-26 14:31:00+05:30,2022-09-27 13:01:00+05:30,HAL,4.0,2314.45,2360.66,False,184.84000000000015,0.01996586662057942,0 days 22:30:00,0.016736674450675084
82,2022-10-03 13:16:00+05:30,2022-10-03 13:31:00+05:30,HAL,4.0,2331.48,2323.09,True,-33.55999999999949,-0.003598572580506748,0 days 00:15:00,-0.0029767078817121827
83,2022-10-03 14:31:00+05:30,2022-10-03 14:46:00+05:30,HAL,4.0,2296.81,2286.76,True,-40.19999999999891,-0.004375634031547985,0 days 00:15:00,-0.0035656631956146696
84,2022-10-03 15:01:00+05:30,2022-10-10 09:31:00+05:30,HAL,4.0,2287.06,2433.77,True,586.8400000000001,0.06414785794863276,6 days 18:30:00,0.05205158680882015
85,2022-10-10 10:01:00+05:30,2022-10-10 13:31:00+05:30,HAL,4.0,2417.88,2422.06,True,16.719999999999345,0.001728787202011612,0 days 03:30:00,0.001444640960928108
86,2022-10-13 09:31:00+05:30,2022-10-13 09:46:00+05:30,HAL,4.0,2385.16,2373.2,False,-47.840000000000146,-0.005014338660718793,0 days 00:15:00,-0.0041356929144273046
87,2022-10-13 10:01:00+05:30,2022-10-13 14:31:00+05:30,HAL,4.0,2376.84,2387.24,False,41.599999999998545,0.004375557462849681,0 days 04:30:00,0.0035962547081975194
88,2022-10-20 13:01:00+05:30,2022-10-20 13:46:00+05:30,HAL,4.0,2439.31,2430.61,True,-34.79999999999927,-0.003566582353206365,0 days 00:45:00,-0.0030174831935723505
89,2022-10-25 10:01:00+05:30,2022-10-25 14:01:00+05:30,HAL,4.0,2485.86,2460.4,False,-101.84000000000015,-0.010241928346729113,0 days 04:00:00,
90,2022-11-03 09:31:00+05:30,2022-11-03 09:46:00+05:30,HAL,4.0,2531.18,2517.22,False,-55.840000000000146,-0.005515214247900204,0 days 00:15:00,-0.0048697490387391105
91,2022-11-03 10:01:00+05:30,2022-11-03 13:46:00+05:30,HAL,4.0,2538.27,2561.17,False,91.60000000000036,0.009021892864037352,0 days 03:45:00,0.007988341904521905
92,2022-11-09 09:31:00+05:30,2022-11-09 09:46:00+05:30,HAL,4.0,2557.56,2550.33,True,-28.920000000000073,-0.0028269131515976237,0 days 00:15:00,-0.0025402937851519364
93,2022-11-09 10:01:00+05:30,2022-11-09 12:16:00+05:30,HAL,4.0,2545.86,2541.19,True,-18.68000000000029,-0.0018343506712859593,0 days 02:15:00,-0.0016408259995379943
94,2022-11-09 13:01:00+05:30,2022-11-09 13:16:00+05:30,HAL,4.0,2533.59,2524.93,True,-34.64000000000124,-0.0034180747476901586,0 days 00:15:00,-0.0030427308685223374
95,2022-11-11 14:31:00+05:30,2022-11-14 12:01:00+05:30,HAL,4.0,2468.37,2520.61,False,208.96000000000095,0.02116376394138652,2 days 21:30:00,
96,2022-11-18 09:31:00+05:30,2022-11-18 09:46:00+05:30,HAL,4.0,2640.5,2636.18,True,-17.280000000000655,-0.0016360537776936807,0 days 00:15:00,
97,2022-11-18 10:01:00+05:30,2022-11-18 10:16:00+05:30,HAL,4.0,2613.53,2610.39,True,-12.56000000000131,-0.0012014401977403462,0 days 00:15:00,
98,2022-11-22 09:31:00+05:30,2022-11-22 09:46:00+05:30,HAL,4.0,2705.45,2685.4,False,-80.19999999999891,-0.00741096675229619,0 days 00:15:00,-0.006983957796691843
99,2022-12-08 13:46:00+05:30,2022-12-13 14:01:00+05:30,HAL,4.0,2713.59,2747.17,False,134.3199999999997,0.012374750791387027,5 days 00:15:00,0.011617015572093882
100,2022-12-16 12:46:00+05:30,2022-12-16 13:01:00+05:30,HAL,4.0,2605.47,2597.93,False,-30.159999999999854,-0.0028939116550948446,0 days 00:15:00,
101,2022-12-19 14:31:00+05:30,2022-12-19 14:46:00+05:30,HAL,4.0,2636.59,2612.71,False,-95.52000000000044,-0.009057153368555637,0 days 00:15:00,-0.008354952531064332
102,2022-12-19 15:01:00+05:30,2022-12-19 15:16:00+05:30,HAL,4.0,2645.75,2643.86,False,-7.559999999999491,-0.0007143532079750062,0 days 00:15:00,-0.0006612588058505215
103,2022-12-20 09:16:00+05:30,2022-12-20 14:31:00+05:30,HAL,4.0,2650.52,2637.56,False,-51.840000000000146,-0.004889606567767848,0 days 05:15:00,-0.0045979335907253855
104,2022-12-21 12:46:00+05:30,2022-12-21 13:01:00+05:30,HAL,4.0,2619.25,2613.16,True,-24.360000000000582,-0.0023250930609907973,0 days 00:15:00,-0.0021606030530492426
105,2022-12-21 13:46:00+05:30,2022-12-21 14:01:00+05:30,HAL,4.0,2599.64,2566.19,True,-133.79999999999927,-0.012867166223015425,0 days 00:15:00,-0.011867351744580468
106,2022-12-26 09:46:00+05:30,2022-12-26 10:16:00+05:30,HAL,4.0,2493.58,2490.59,False,-11.959999999999127,-0.0011990792354766168,0 days 00:30:00,-0.0010676197881006033
107,2022-12-26 11:16:00+05:30,2022-12-26 15:01:00+05:30,HAL,4.0,2537.17,2522.13,False,-60.159999999999854,-0.0059278645104584885,0 days 03:45:00,-0.005370234653188698
108,2022-12-29 09:31:00+05:30,2022-12-29 14:01:00+05:30,HAL,4.0,2513.76,2510.88,True,-11.520000000000437,-0.00114569409967543,0 days 04:30:00,-0.0010310320971390144
109,2022-12-30 09:31:00+05:30,2022-12-30 14:16:00+05:30,HAL,4.0,2549.51,2545.1,False,-17.640000000001237,-0.0017297441469146264,0 days 04:45:00,
